0;-2;Mon Jun 21 00:10:32 GMT+02:00 2021;;
13610853068;50;ACTIVITY1;1
13611107865;0;-1.1347961;0.12921242;1.7955143
13612282344;3;0.5873296;0.5144861;0.4627168
13613428698;2;-1.5867255;-0.5803872;-8.199021
13613428698;1;0.7887234;0.76996905;9.74451
13613428698;18;0.056248337;0.0021108305;0.7400804
13613428698;12;0.048175946;-0.029110285;0.25077438;0.9664077
13613428698;11;330.72504;-4.503212;4.627449
13613456458;0;-1.0582259;-0.050249275;2.288735
13614630573;3;0.52196896;0.26526043;0.45049986
13615805104;0;-0.62721866;-0.083748795;1.462912
13616979635;3;0.48531815;0.17241164;0.4462239
13617471979;4;6.2250004;12.468751;-46.2
13618127552;1;0.7816977;0.789939;9.743477
13618127552;2;-1.6243813;-0.85693413;-7.8672113
13618127552;18;0.056664668;0.003174857;0.740855
13618127552;12;0.049104568;-0.028455334;0.25179684;0.9661146
13618127552;11;330.59998;-4.620258;4.5868897
13618154531;0;-0.27517462;-0.033499517;0.38793638
13619329427;3;0.47065783;0.15225367;0.44805646
13620503958;0;-0.1794617;-0.0047856453;0.31375888
13621678438;3;0.47126865;0.14186928;0.44927815
13622824792;1;0.7761111;0.8100579;9.742271
13622824792;2;-1.002574;-0.8281914;-9.379278
13622824792;18;0.05713884;0.0041921446;0.7415755
13622824792;12;0.050058484;-0.027866991;0.25283155;0.9658125
13622824792;11;330.47296;-4.738197;4.5548077
13622852552;0;-0.14596218;-0.014356935;0.45014977
13624026667;3;0.48226392;0.16202724;0.44744563
13625201198;0;-0.14596218;-0.016749758;0.37836507
13626375677;3;0.50303274;0.20356485;0.4462239
13627471927;4;5.8500004;11.025001;-45.5625
13627523646;1;0.7674947;0.83196074;9.741108
13627523646;2;-0.9116499;-0.84547925;-9.303007
13627523646;18;0.057556704;0.0053812466;0.7422898
13627523646;12;0.051065452;-0.027093377;0.25406212;0.9654588
13627523646;11;330.32312;-4.8666162;4.5049853
13627550625;0;-0.15314065;-0.02632105;0.43579283
13628725521;3;0.5274666;0.23838314;0.4462239
13629900000;0;-0.13878371;-0.02632105;0.5602196
13631074479;3;0.5531222;0.26403874;0.4456131
13632220885;1;0.75643295;0.8560602;9.739884
13632220885;2;-0.8997185;-0.879278;-9.206446
13632220885;18;0.057954066;0.0067386334;0.7430064
13632220885;12;0.05214255;-0.02617703;0.25512102;0.96514726
13632220885;11;330.1938;-5.0079436;4.440873
13632248646;0;-0.13399807;-0.014356935;0.55304116
13633422760;3;0.573891;0.28664008;0.4456131
13634597292;0;-0.14117654;-0.0071784677;0.43100718
13635771771;3;0.5867188;0.29824618;0.44439137
13636919740;2;-0.87835133;-0.887877;-9.199579
13636919740;1;0.7442826;0.881357;9.7385645
13636919740;18;0.05834791;0.008180383;0.74372846
13636919740;12;0.05326279;-0.025188737;0.25618204;0.96483123
13636919740;11;330.06427;-5.156324;4.370409
13636946719;0;-0.148355;-0.019142581;0.3400799
13637594688;4;6.6375003;9.637501;-46.818752
13638121615;3;0.5903839;0.3025221;0.44500223
13639296094;0;-0.15074782;-0.02632105;0.30897322
13640470573;3;0.58855134;0.3013004;0.4456131
13641616979;2;-0.8774016;-0.92371744;-9.354058
13641616979;1;0.73218596;0.9064399;9.73718
13641616979;18;0.05873341;0.009613617;0.74445367
13641616979;12;0.054380387;-0.024182817;0.257608;0.9644149
13641616979;11;329.8915;-5.303484;4.300256
13641644740;0;-0.148355;-0.031106694;0.22013968
13642818854;3;0.5787778;0.30007872;0.44744563
13643993385;0;-0.15553348;-0.023928227;0.11246266
13645167865;3;0.56839335;0.30313295;0.44744563
13646315781;1;0.72009885;0.9305133;9.735809
13646315781;2;-0.86690074;-0.9512958;-9.498799
13646315781;18;0.059081767;0.011009269;0.74518096
13646315781;12;0.05543682;-0.023208162;0.2586725;0.9640937
13646315781;11;329.76205;-5.444756;4.2301188
13646342760;0;-0.15074782;-0.016749758;0.08853444
13647471927;4;6.01875;9.0375;-45.075
13647517656;3;0.5531222;0.30068958;0.44744563
13648692188;0;-0.14356937;-0.009571291;0.10767702
13649866667;3;0.5445703;0.29641363;0.44805646
13651013021;2;-0.84965813;-0.9588201;-9.553676
13651013021;1;0.7084312;0.9537438;9.734417
13651013021;18;0.059414487;0.012359504;0.74590796
13651013021;12;0.05646115;-0.02224806;0.2599919;0.9637019
13651013021;11;329.60245;-5.581112;4.162415
13651040781;0;-0.14596218;-0.0047856453;0.148355
13652214896;3;0.53846186;0.2921377;0.44805646
13653389427;0;-0.14356937;-0.016749758;0.19142582
13654563906;3;0.5360185;0.29030517;0.44805646
13655711875;18;0.059746712;0.013693678;0.7466308
13655711875;1;0.69701606;0.97675925;9.73296
13655711875;2;-0.83509594;-0.9780552;-9.468539
13655711875;12;0.05747018;-0.021315835;0.26105282;0.96337646
13655711875;11;329.4736;-5.716236;4.0961866
13655738854;0;-0.14356937;-0.016749758;0.22731815
13656913750;3;0.5366293;0.28908345;0.44805646
13657471979;4;6.9375005;9.65625;-46.818752
13658088229;0;-0.12921242;-0.009571291;0.28265217
13659262708;3;0.53846186;0.290916;0.44805646
13660409115;18;0.060080986;0.015040587;0.74734986
13660409115;1;0.6855162;1.000012;9.731415
13660409115;2;-0.8145008;-1.0022694;-9.370274
13660409115;12;0.058494303;-0.020355847;0.26241192;0.96296626
13660409115;11;329.30927;-5.852787;4.029466
13660436875;0;-0.1268196;-0.0047856453;0.31375888
13661610990;3;0.5445703;0.2945811;0.44683477
13662785521;0;-0.14356937;-0.011964113;0.30418757
13663960000;3;0.5476246;0.29946786;0.44866732
13665107969;1;0.6736476;1.0236084;9.72979
13665107969;18;0.060409974;0.016413912;0.748065
13665107969;2;-0.8007573;-1.0195934;-9.303137
13665107969;12;0.059522044;-0.019388335;0.26347587;0.96263266
13665107969;11;329.18018;-5.9913898;3.9605856
13665134948;0;-0.15074782;-0.019142581;0.29940194
13666309844;3;0.54945713;0.30435464;0.44866732
13667471979;4;4.9500003;10.837501;-45.43125
13667484323;0;-0.148355;-0.021535404;0.3065804
13668658802;3;0.54884624;0.30985227;0.44805646
13669805208;1;0.6613125;1.0472748;9.728118
13669805208;2;-0.8021438;-1.0536889;-9.2958145
13669805208;18;0.060720433;0.017806863;0.7487815
13669805208;12;0.060541462;-0.018406142;0.26435524;0.96234727
13669805208;11;329.07324;-6.1304383;3.8889549
13669832969;0;-0.15314065;-0.014356935;0.29940194
13671007083;3;0.5512897;0.31596074;0.44805646
13672181615;0;-0.15792629;-0.011964113;0.27517462
13673356094;3;0.5531222;0.3208475;0.44866732
13674504063;2;-0.79485327;-1.0686398;-9.298012
13674504063;18;0.061017428;0.019214429;0.749496
13674504063;1;0.6486456;1.0710074;9.726386
13674504063;12;0.061561387;-0.017392995;0.2654181;0.9620088
13674504063;11;328.94464;-6.269913;3.8153641
13674531042;0;-0.15074782;-0.014356935;0.25603202
13675705938;3;0.5482354;0.32145837;0.44866732
13676880417;0;-0.14596218;-0.011964113;0.24885355
13677528854;4;7.8375;9.84375;-46.631252
13678054896;3;0.54518116;0.3245126;0.45049986
13679201250;2;-0.774269;-1.0904495;-9.319303
13679201250;1;0.6358214;1.0944724;9.724621
13679201250;18;0.061296254;0.02061808;0.75021124
13679201250;12;0.06256941;-0.016352536;0.26680148;0.96157926
13679201250;11;328.77805;-6.4078526;3.7408252
13679229010;0;-0.15553348;-0.0047856453;0.2536392
13680403125;3;0.5439595;0.3281777;0.4511107
13681577656;0;-0.15792629;-0.016749758;0.2632105
13682752135;3;0.5427378;0.33123192;0.45049986
13683900104;1;0.62273777;1.11786;9.722807
13683900104;2;-0.7690234;-1.1097353;-9.299873
13683900104;18;0.061559398;0.022028552;0.7509274
13683900104;12;0.06356228;-0.015318363;0.26786712;0.9612348
13683900104;11;328.6495;-6.5453725;3.664742
13683927083;0;-0.14356937;-0.031106694;0.26799613
13685101979;3;0.54151607;0.33428615;0.449889
13686276510;0;-0.148355;-0.02871387;0.26799613
13687450990;3;0.54212695;0.3361187;0.4523324
13687471927;4;7.2000003;8.962501;-47.11875
13688597344;2;-0.744514;-1.1504728;-9.276823
13688597344;1;0.60950744;1.1412051;9.720933
13688597344;18;0.06181244;0.023443108;0.7516414
13688597344;12;0.06455266;-0.014258742;0.26917812;0.9608188
13688597344;11;328.49182;-6.682682;3.587778
13688625104;0;-0.148355;-0.033499517;0.27756742
13689799219;3;0.54090524;0.33917293;0.45049986
13690973750;0;-0.1363909;-0.040677983;0.30179477
13692148229;3;0.54212695;0.34528142;0.4511107
13693296198;1;0.59589106;1.164585;9.719005
13693296198;2;-0.7268423;-1.1792231;-9.241792
13693296198;18;0.062048685;0.024872879;0.75235474
13693296198;12;0.0655335;-0.013193174;0.27024928;0.96046686
13693296198;11;328.36295;-6.820233;3.5085235
13693323177;0;-0.13399807;-0.033499517;0.30179477
13694498073;3;0.54151607;0.34894648;0.449889
13695672552;0;-0.1363909;-0.021535404;0.29461628
13696847031;3;0.54212695;0.3556658;0.45049986
13697471823;4;7.05;9.09375;-46.96875
13697993438;1;0.58190835;1.1879771;9.717021
13697993438;2;-0.7052548;-1.1911739;-9.219907
