label,ACC_X_MEAN,ACC_Y_MEAN,ACC_Z_MEAN,ACC_X_MEDIAN,ACC_Y_MEDIAN,ACC_Z_MEDIAN,ACC_X_MIN,ACC_Y_MIN,ACC_Z_MIN,ACC_X_MAX,ACC_Y_MAX,ACC_Z_MAX,ACC_X_STD,ACC_Y_STD,ACC_Z_STD,ACC_XY_COR,ACC_XZ_COR,ACC_YZ_COR,GYR_X_MIN,GYR_Y_MIN,GYR_Z_MIN,GYR_X_MAX,GYR_Y_MAX,GYR_Z_MAX,GYR_X_MEAN,GYR_Y_MEAN,GYR_Z_MEAN,GYR_X_MEDIAN,GYR_Y_MEDIAN,GYR_Z_MEDIAN,GYR_X_STD,GYR_Y_STD,GYR_Z_STD,GYR_XY_COR,GYR_XZ_COR,GYR_YZ_COR,ACC_X_IQR,ACC_Y_IQR,ACC_Z_IQR,GYR_X_IQR,GYR_Y_IQR,GYR_Z_IQR,ACC_X_VAR,ACC_Y_VAR,ACC_Z_VAR,GYR_X_VAR,GYR_Y_VAR,GYR_Z_VAR
0,0.0608287799154118,0.0212611759977635,0.0601315570171155,-0.00101385437196977,0.0399900130718671,0.188526462349733,-0.995851722549815,-1.06499119546331,-2.02070469771568,1.32750995998709,0.866437238256522,1.46705650998792,0.505986031256114,0.451077244644791,0.739615335386102,0.0906250676192465,0.184238651909398,-0.196079404833066,-0.997811536071201,-0.79005456,-1.00121226220993,0.546050433210959,0.519837629634519,0.271207436880173,-0.00435207769136446,-0.0888120145622781,-0.342159806011642,0.0596099088504175,-0.126898279646159,-0.306880222432521,0.324601274115971,0.331109801568677,0.320587434623466,0.0328062406086737,0.270524893827029,0.214685484474079,0.661621598207663,0.509491133094202,0.903451582227051,0.335357453055539,0.581564825879841,0.512699202740798,0.256021863826313,0.203470680636337,0.547030844338297,0.105365987157712,0.109633700694849,0.102776303238455
0,0.0460036957999566,0.0603950075017884,-0.0371624143532322,0.0765367234203529,0.107182829559703,-0.0136324479534267,-0.945602842482753,-1.34982293213678,-2.02070469771568,1.10374355663967,0.866437238256522,1.26233387588055,0.469498541298421,0.488146929508922,0.608355295766002,0.0924831262092453,0.22539872489194,-0.247137395884236,-0.992860783985127,-1.08746173795087,-1.35073093225124,0.538773806652106,0.456908053069148,-0.212440523916561,-0.0544532677924031,-0.265257536588988,-0.709480785883443,0.0264676706879623,-0.326419189212909,-0.690069814591534,0.322604994599045,0.374111142588953,0.286838452287103,-0.0867317668051001,0.494586649073025,0.226369883230451,0.622590108007374,0.531116546600983,0.776607254214995,0.43643359164695,0.583385850640434,0.408157567697264,0.220428880281345,0.238287424788988,0.370096165886539,0.10407398254025,0.139959147009212,0.0822762977104609
0,0.0344905344160689,-0.0566579001326183,-0.0155384559513374,0.0765367234203529,0.057339154236888,-0.0707148987235389,-0.945602842482753,-1.34982293213678,-1.92176804154804,1.10374355663967,0.782660607241578,1.53200667758395,0.449517213650969,0.521402659952225,0.665067853340288,0.122534441667043,0.165710666633764,-0.339733748884198,-1.19258316774381,-1.08746173795087,-1.35073093225124,0.83619326773878,0.407047383263668,-0.212440523916561,-0.105013324136557,-0.354738274655163,-0.832751776184455,-0.0638711406190645,-0.421491258639692,-0.846752894242765,0.383845724246369,0.360723050859167,0.271997742004881,-0.241993985855975,0.451933136872695,0.0400134286156673,0.594284835343302,0.597903605299949,0.898858991725259,0.51669043233209,0.602200716444955,0.371574607990271,0.202065725368531,0.271860733805256,0.442315249546659,0.14733754002222,0.130121119421145,0.0739827716557539
0,-0.0233403594405337,-0.0200473630326597,0.0478627682886373,-0.061304706970383,0.0564872279030055,0.0611621270134872,-0.843645624503087,-1.2579145423552,-1.92176804154804,0.910216127797133,0.759861849269144,1.53200667758395,0.387424083310256,0.527120631526735,0.708403222636434,-0.188237376523876,0.121530322316802,-0.30452813143897,-1.19258316774381,-0.887829091240524,-1.3187915246243,0.83619326773878,0.532288911976216,0.301500402163929,-0.0432264526529022,-0.172216115907704,-0.536080918580125,0.00193886786913658,-0.177321022182035,-0.660472206981658,0.345299352912893,0.320956187372444,0.429549125490705,-0.138311304229479,0.235263207472086,0.338276942188158,0.561065195103893,0.74296814316539,1.00624962743776,0.363468754992592,0.490172605229819,0.767754808839983,0.150097420328792,0.277856160181144,0.501835125841685,0.119231643122063,0.103012874212655,0.184512451209829
0,-0.03537153173203,-0.0112997188058074,-0.0131920712755523,-0.0799681461100643,0.0955362569775295,-0.0730200342977056,-0.704081488469492,-1.26880029136914,-1.78982808007411,0.909078032175377,0.759861849269144,1.75771343300996,0.384642812535091,0.488285566897234,0.747810317732668,-0.0980885371035524,0.027591730096577,-0.147227177777275,-0.808086559502746,-0.695700902923068,-0.913045115596181,0.760845347408504,0.532288911976216,0.301500402163929,-0.0223872800537674,-0.0920745628316965,-0.365602818617619,-0.0341894787839192,-0.0823689183098658,-0.480619471330177,0.260508604367869,0.234195038387574,0.336681841774667,-0.387971229524216,0.126979666067379,0.115535175774305,0.543355994298015,0.579335909472564,0.988074656343294,0.293753565921116,0.297833699531293,0.593578069776218,0.147950093234905,0.238422794840153,0.559220271307434,0.0678647329496949,0.0548473160053575,0.113354662580782
0,-0.0292062024546513,0.0382293739514564,0.0305099325196316,-0.0532976005772459,0.123860369679304,0.0436977172239494,-0.822712769150197,-1.26880029136914,-2.34460344510088,0.909078032175377,0.763028318281741,1.96693083326307,0.405343651742423,0.483255349505535,0.892673758359728,0.0280727278447991,0.117513100597989,-0.344517990883911,-0.962710739157832,-0.773592611059496,-0.967682427052499,0.777324154123715,0.393579960386557,0.79166078903196,0.00604074580769417,-0.138589378487693,-0.374095483354415,0.0224330595008275,-0.143942657412654,-0.494533389366498,0.327475851184019,0.249040329537734,0.371665211135114,-0.345127908241739,0.33468142698892,0.0459899795872517,0.629850040831597,0.595524556645768,1.16681987723961,0.352531926005033,0.310922072448621,0.428440902746599,0.164303476007883,0.233535732825717,0.796866438864081,0.107240433108698,0.0620210857362633,0.138135029168109
0,0.00909325644510924,0.0493508106054051,-0.0385360955064472,-0.0203030551388665,0.0984158588676758,0.0110240142161704,-0.822712769150197,-1.51777656514236,-2.34460344510088,0.936878915149051,0.763028318281741,1.96693083326307,0.403336350675691,0.482679979749718,0.781191268123719,0.135046261439478,0.262544383136619,-0.405698061631746,-0.962710739157832,-0.773592611059496,-0.967682427052499,0.777324154123715,0.848480630120753,0.79166078903196,0.0178943578021945,-0.0160588716677811,-0.0125257605893993,0.062006254445877,-0.0355720311761956,-0.00707493236692445,0.329880434278642,0.328309526365083,0.41399577896683,-0.221884437111432,0.104061301920609,0.352480401342108,0.676887414952606,0.567084146219018,0.891900362283256,0.371915348336071,0.526882422738336,0.594218242553708,0.162680211776384,0.232979962851188,0.610259797392745,0.108821100919866,0.107787145102065,0.171392505002352
0,0.0337961791710822,-0.0652495947106552,-0.0182250692405313,0.0359895541882767,-0.0472580203429018,0.0799255085111188,-0.946179449879567,-1.51777656514236,-1.64656308104631,0.936878915149051,0.83637826810474,1.60700132815194,0.372635600452466,0.446737006366629,0.710261290232478,0.33667497219927,0.170440842007297,-0.194190333039019,-0.84148558666784,-0.634703077661162,-0.825288419267339,0.629752633863977,0.848480630120753,0.789214773318647,-0.0351351322259581,0.0297863067913381,0.0212798383421814,-0.00123614641695677,-0.0174677852777477,0.0392086487050376,0.305590429144619,0.352311915355484,0.358867936911934,-0.19396567033902,0.197594091834095,0.387734375198776,0.544688665007346,0.567031227151999,0.77648732788984,0.359543340684373,0.594703583380459,0.479559965926691,0.13885729072457,0.199573952857417,0.504471100402704,0.0933855103847924,0.12412368570145,0.128786196143428
0,-0.00612922756855329,-0.0123402383347929,0.0181285512130079,0.0186642512237296,-0.0249402415835682,0.0592723532621431,-0.946179449879567,-1.3743351271366,-2.06743515281848,0.831891340382209,0.83637826810474,1.60700132815194,0.359115669465568,0.490603601931298,0.779705126626696,0.259886221454712,-0.10369195421802,-0.215245374158592,-1.01022399922369,-0.703757541742863,-0.95366515555924,1.01793857598667,0.651522809486796,0.424751299384206,-0.0106956484661887,-0.064497358052994,-0.353331090952405,0.0286664749925931,-0.0934388947831906,-0.408953437933587,0.344228467653467,0.34482844691434,0.354411357527921,-0.409772683079634,0.206088926496155,0.328165417485154,0.566319960675725,0.697699641023293,0.956187632708833,0.401273731537188,0.599645588844251,0.539419802977622,0.128964064055703,0.240691894227963,0.607940084487953,0.118493237943054,0.118906657801356,0.125607410344784
0,-0.0339882173354337,-0.0131586751764154,-0.0172035843769501,0.00724007560571849,0.0125994530349569,-0.0520315336720465,-0.784640845741805,-1.3743351271366,-2.06743515281848,0.831891340382209,1.0133047029183,1.47228858994595,0.3426929488726,0.51716262131856,0.794321552080409,-0.00563001560692513,-0.0333893522519362,-0.152988964531822,-1.01022399922369,-0.79757372993284,-1.37540453818983,1.01793857598667,0.480177755647296,-0.032612630920056,-0.00313091606677771,-0.161389160698569,-0.720701811198819,0.0281696423204902,-0.186712885782582,-0.706591004961159,0.36074351118371,0.31823307049891,0.312073177693683,-0.300349328459858,0.12133222496899,0.348867005302311,0.511723022594606,0.724669584761182,1.04148069241716,0.334631796037201,0.53572981252231,0.465232354454414,0.117438457206998,0.267457176889084,0.630946728099431,0.130135880861152,0.101272287159164,0.0973896682358332
